indicator_type,Company,Sector,Country,Region,Indicator,KPI,Unit,year,value
Governance,Italtile Limited,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,2023,10
Governance,Italtile Limited,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Italtile Limited,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,2023,8
Governance,Italtile Limited,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,5
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Tax transparency,Total tax contribution,Rmillion,2023,209.9
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,4
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,2023,10
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,7
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board diversity,Male board members,%,2023,80
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,%,2023,20
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board diversity,Black board members,%,2023,30
Governance,KAL Group,Consumer Cyclical,South Africa,Africa,Board diversity,White board members,%,2023,70
Governance,Kibo Energy,Utilities,South Africa,Africa,Board composition,Number of board members,Number,2023,3
Governance,Kibo Energy,Utilities,South Africa,Africa,Board composition,Executive directors,Number,2023,1
Governance,Kibo Energy,Utilities,South Africa,Africa,Board composition,Non-executive directors,Number,2023,2
Governance,Kibo Energy,Utilities,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,1
Governance,Kore Potash PLC,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,2023,4
Governance,Kore Potash PLC,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2023,1
Governance,Kore Potash PLC,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,Kore Potash PLC,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,2
Governance,Kore Potash PLC,Basic Materials,South Africa,Africa,Board diversity,Female board members,Number,2023,0
Governance,Kore Potash PLC,Basic Materials,South Africa,Africa,Board diversity,Male board members,Number,2023,5
Governance,Kumba Iron Ore Limited,Basic Materials,South Africa,Africa,Tax transparency,Income tax,Rmillion,2023,8857
Governance,Kumba Iron Ore Limited,Basic Materials,South Africa,Africa,Whistleblowing,Number of alerts through YourVoice,Number,2023,126
Governance,Lesaka Technologies,Technology,South Africa,Africa,Board composition,Number of board members,Number,2023,4
Governance,Lesaka Technologies,Technology,South Africa,Africa,Board composition,Executive directors,Number,2023,4
Governance,Lesaka Technologies,Technology,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,5
Governance,Lesaka Technologies,Technology,South Africa,Africa,Tax transparency,Income tax,Rand,2023,41423000
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,2023,12
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,2023,3
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,7
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Tax transparency,Income tax,Pula,2023,469000000
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Board members who are 30 - 45 years,Number,2023,2
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Board members who are 46 - 55 years,Number,2023,6
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Board members who are over 56 years,Number,2023,4
Governance,Letshego Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Average age of the Board,Years,2023,54
Governance,Lewis,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,6
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,%,2023,25
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,%,2023,12.5
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,%,2023,62.5
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,5
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board diversity,Black male board members,%,2023,12.5
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board diversity,White male board members,%,2023,50
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board diversity,Black female board members,%,2023,37.5
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board tenure,1 to 9 years,%,2023,66.7
Governance,Lewis,Consumer Cyclical,South Africa,Africa,Board tenure,Over 9 years,%,2023,33.3
Governance,Libstar,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,6
Governance,Libstar,Consumer Defensive,South Africa,Africa,Ethics,Number of complaints received,Number,2023,19
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board composition,Non-executive directors,Number,2023,5
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,5
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Black board members,%,2023,25
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,White board members,%,2023,62.5
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Other race board members,%,2023,12.5
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Black board members,Number,2023,2
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,White board members,Number,2023,5
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Other race board members,Number,2023,1
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Female board members,%,2023,50
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Male board members,%,2023,50
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,30 - 40 years,%,2023,25
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,40 - 50 years,%,2023,12.5
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,50 - 60 years,%,2023,37.5
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board diversity,60 - 70 years,%,2023,25
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board tenure,5 years,Number,2023,6
Governance,Libstar,Consumer Defensive,South Africa,Africa,Board tenure,1 year,Number,2023,2
Governance,Life Healthcare,Healthcare,South Africa,Africa,Board diversity,Female board members,%,2023,36
Governance,Life Healthcare,Healthcare,South Africa,Africa,Board diversity,Racial diversity at Board level,%,2023,43
Governance,Life Healthcare,Healthcare,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,3
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,9
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,5
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Non-Independent non-executive directors,Number,2023,1
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,2023,6
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board diversity,White board members,%,2023,100
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board diversity,Female board members,Number,2023,1
Governance,Lighthouse Properties,Real Estate,South Africa,Africa,Board diversity,Male board members,Number,2023,8
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,2023,6
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,4
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,%,2023,33
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,%,2023,67
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Male board members,%,2023,33
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Female board members,%,2023,67
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,African board members,%,2023,66
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Coloured board members,%,2023,17
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,White board members,%,2023,17
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Board members who are 40 - 49 years,%,2023,83
Governance,Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Board members who are above 50 years,%,2023,17
Governance,Mantengu,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,2023,5
Governance,Mantengu,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Mantengu,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,2
Governance,Mantengu,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,3
Governance,MAS PLC,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,10
Governance,MAS PLC,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,MAS PLC,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,MAS PLC,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,6
Governance,MAS PLC,Real Estate,South Africa,Africa,Ethics,"Breaches of Fraud Prevention, Anti-Bribery and Anti-Corruption policy",Number,2023,0
Governance,MAS PLC,Real Estate,South Africa,Africa,Compliance,Instances of non-compliance resulting in fines or non-monetary sanctions,Number,2023,0
Governance,Master Drilling,Industrials,South Africa,Africa,Tax transparency,Tax paid,$'million,2023,11.9
Governance,Master Drilling,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,4
Governance,MC Mining,Energy,South Africa,Africa,Board composition,Number of board members,Number,2023,10
Governance,MC Mining,Energy,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,MC Mining,Energy,South Africa,Africa,Board composition,Non-executive directors,Number,2023,8
Governance,MC Mining,Energy,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,4
Governance,Merafe Resources Limited,Basic Materials,South Africa,Africa,Board diversity,Black board members,%,2023,78
Governance,Merafe Resources Limited,Basic Materials,South Africa,Africa,Board diversity,Female board members,%,2023,33
Governance,Merafe Resources Limited,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,5
